,EDC3_gas_a (yr),CO2 (ppmv),Bag,ztop,Age,Deuterium,Temperature,Depth,CH4_mean,1s,Lab.,Year,Month,Median montly series,year,Annual,"bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,celsius,difference"
528,324971.0,266.2,,,,,,,,,,,,,,,
529,325720.0,264.0,,,,,,,,,,,,,,,
530,326321.0,266.1,,,,,,,,,,,,,,,
531,326972.0,270.1,,,,,,,,,,,,,,,
532,327590.0,271.9,,,,,,,,,,,,,,,
533,328221.0,275.1,,,,,,,,,,,,,,,
534,329475.0,265.0,,,,,,,,,,,,,,,
535,330208.0,271.7,,,,,,,,,,,,,,,
536,330740.0,272.6,,,,,,,,,,,,,,,
537,331438.0,273.1,,,,,,,,,,,,,,,
538,331944.0,282.4,,,,,,,,,,,,,,,
539,332285.0,289.1,,,,,,,,,,,,,,,
540,332462.0,288.4,,,,,,,,,,,,,,,
541,332919.0,298.6,,,,,,,,,,,,,,,
542,333380.0,278.1,,,,,,,,,,,,,,,
543,333890.0,285.8,,,,,,,,,,,,,,,
544,334261.0,278.6,,,,,,,,,,,,,,,
545,334748.0,270.5,,,,,,,,,,,,,,,
546,335287.0,255.7,,,,,,,,,,,,,,,
547,335918.0,241.9,,,,,,,,,,,,,,,
548,336725.0,239.6,,,,,,,,,,,,,,,
549,337391.0,234.2,,,,,,,,,,,,,,,
550,339298.0,250.1,,,,,,,,,,,,,,,
551,340456.0,200.7,,,,,,,,,,,,,,,
552,341802.0,205.2,,,,,,,,,,,,,,,
553,343282.0,204.8,,,,,,,,,,,,,,,
554,344446.0,211.9,,,,,,,,,,,,,,,
555,345980.0,220.3,,,,,,,,,,,,,,,
556,348298.0,221.1,,,,,,,,,,,,,,,
557,349688.0,216.2,,,,,,,,,,,,,,,
558,350925.0,209.4,,,,,,,,,,,,,,,
559,352275.0,209.2,,,,,,,,,,,,,,,
560,355302.0,193.0,,,,,,,,,,,,,,,
561,356898.0,186.1,,,,,,,,,,,,,,,
562,358712.0,185.8,,,,,,,,,,,,,,,
563,360957.0,201.2,,,,,,,,,,,,,,,
564,363385.0,206.3,,,,,,,,,,,,,,,
565,366235.0,201.9,,,,,,,,,,,,,,,
566,367856.0,199.9,,,,,,,,,,,,,,,
567,369446.0,214.7,,,,,,,,,,,,,,,
568,371090.0,224.6,,,,,,,,,,,,,,,
569,372646.0,229.6,,,,,,,,,,,,,,,
570,376568.0,227.0,,,,,,,,,,,,,,,
571,378096.0,240.0,,,,,,,,,,,,,,,
572,379696.0,239.1,,,,,,,,,,,,,,,
573,381132.0,246.8,,,,,,,,,,,,,,,
574,382670.0,245.8,,,,,,,,,,,,,,,
575,384534.0,258.1,,,,,,,,,,,,,,,
576,385398.0,264.6,,,,,,,,,,,,,,,
577,386144.0,259.2,,,,,,,,,,,,,,,
578,388062.0,255.2,,,,,,,,,,,,,,,
579,389946.0,250.1,,,,,,,,,,,,,,,
580,391896.0,266.3,,,,,,,,,,,,,,,
581,392544.0,259.5,,,,,,,,,,,,,,,
582,393579.0,273.6,,,,,,,,,,,,,,,
583,394560.0,260.7,,,,,,,,,,,,,,,
584,398086.0,276.3,,,,,,,,,,,,,,,
585,399722.0,277.1,,,,,,,,,,,,,,,
586,400504.0,283.2,,,,,,,,,,,,,,,
587,402000.0,283.1,,,,,,,,,,,,,,,
588,402731.0,275.7,,,,,,,,,,,,,,,
589,404181.0,276.5,,,,,,,,,,,,,,,
590,404927.0,280.5,,,,,,,,,,,,,,,
591,406368.0,279.6,,,,,,,,,,,,,,,
592,407093.0,285.6,,,,,,,,,,,,,,,
593,408600.0,284.5,,,,,,,,,,,,,,,
594,409383.0,275.2,,,,,,,,,,,,,,,
595,409383.0,274.2,,,,,,,,,,,,,,,
596,410206.0,282.6,,,,,,,,,,,,,,,
597,411071.0,283.5,,,,,,,,,,,,,,,
598,412962.0,274.9,,,,,,,,,,,,,,,
599,413948.0,264.9,,,,,,,,,,,,,,,
600,414963.0,271.6,,,,,,,,,,,,,,,
601,415717.0,276.4,,,,,,,,,,,,,,,
602,416193.0,271.7,,,,,,,,,,,,,,,
603,417191.0,273.4,,,,,,,,,,,,,,,
604,417698.0,271.8,,,,,,,,,,,,,,,
605,418245.0,274.6,,,,,,,,,,,,,,,
606,419260.0,273.7,,,,,,,,,,,,,,,
607,419808.0,271.2,,,,,,,,,,,,,,,
608,420350.0,273.8,,,,,,,,,,,,,,,
609,421484.0,268.6,,,,,,,,,,,,,,,
610,422074.0,266.4,,,,,,,,,,,,,,,
611,422649.0,270.6,,,,,,,,,,,,,,,
612,423764.0,267.7,,,,,,,,,,,,,,,
613,424332.0,268.3,,,,,,,,,,,,,,,
614,424840.0,270.8,,,,,,,,,,,,,,,
615,425242.0,270.0,,,,,,,,,,,,,,,
616,425569.0,265.4,,,,,,,,,,,,,,,
617,425975.0,255.3,,,,,,,,,,,,,,,
618,426598.0,252.1,,,,,,,,,,,,,,,
619,427285.0,248.2,,,,,,,,,,,,,,,
620,427566.0,242.5,,,,,,,,,,,,,,,
621,429006.0,219.7,,,,,,,,,,,,,,,
622,429876.0,227.2,,,,,,,,,,,,,,,
623,431063.0,211.5,,,,,,,,,,,,,,,
624,431445.0,207.6,,,,,,,,,,,,,,,
625,432599.0,209.8,,,,,,,,,,,,,,,
626,433674.0,207.5,,,,,,,,,,,,,,,
627,434804.0,200.3,,,,,,,,,,,,,,,
628,435989.0,201.7,,,,,,,,,,,,,,,
629,437152.0,201.3,,,,,,,,,,,,,,,
630,438356.0,202.0,,,,,,,,,,,,,,,
631,439565.0,199.1,,,,,,,,,,,,,,,
632,441220.0,201.1,,,,,,,,,,,,,,,
633,442411.0,203.5,,,,,,,,,,,,,,,
634,443562.0,208.1,,,,,,,,,,,,,,,
635,444650.0,201.7,,,,,,,,,,,,,,,
636,445829.0,201.2,,,,,,,,,,,,,,,
637,446984.0,204.9,,,,,,,,,,,,,,,
638,448103.0,201.9,,,,,,,,,,,,,,,
639,449244.0,198.4,,,,,,,,,,,,,,,
640,450455.0,193.3,,,,,,,,,,,,,,,
641,451593.0,192.5,,,,,,,,,,,,,,,
642,452283.0,199.1,,,,,,,,,,,,,,,
643,452795.0,204.3,,,,,,,,,,,,,,,
644,453514.0,203.3,,,,,,,,,,,,,,,
645,454023.0,208.3,,,,,,,,,,,,,,,
646,455279.0,202.4,,,,,,,,,,,,,,,
647,456591.0,195.5,,,,,,,,,,,,,,,
648,458049.0,190.7,,,,,,,,,,,,,,,
649,459430.0,194.4,,,,,,,,,,,,,,,
650,460792.0,199.9,,,,,,,,,,,,,,,
651,461687.0,205.2,,,,,,,,,,,,,,,
652,462133.0,210.0,,,,,,,,,,,,,,,
653,463456.0,208.1,,,,,,,,,,,,,,,
654,464866.0,204.4,,,,,,,,,,,,,,,
655,466265.0,203.4,,,,,,,,,,,,,,,
656,467602.0,205.5,,,,,,,,,,,,,,,
657,468323.0,206.5,,,,,,,,,,,,,,,
658,468810.0,215.5,,,,,,,,,,,,,,,
659,469470.0,218.7,,,,,,,,,,,,,,,
660,469941.0,229.2,,,,,,,,,,,,,,,
661,470597.0,232.7,,,,,,,,,,,,,,,
662,471046.0,243.7,,,,,,,,,,,,,,,
663,471763.0,243.9,,,,,,,,,,,,,,,
664,472095.0,245.6,,,,,,,,,,,,,,,
665,473102.0,241.2,,,,,,,,,,,,,,,
666,474162.0,233.1,,,,,,,,,,,,,,,
667,475218.0,232.8,,,,,,,,,,,,,,,
668,476240.0,236.6,,,,,,,,,,,,,,,
669,477162.0,239.1,,,,,,,,,,,,,,,
670,477719.0,236.5,,,,,,,,,,,,,,,
671,478124.0,231.3,,,,,,,,,,,,,,,
672,478721.0,220.8,,,,,,,,,,,,,,,
673,479144.0,218.8,,,,,,,,,,,,,,,
674,480108.0,223.8,,,,,,,,,,,,,,,
675,481035.0,223.4,,,,,,,,,,,,,,,
676,481932.0,227.3,,,,,,,,,,,,,,,
677,482803.0,231.4,,,,,,,,,,,,,,,
678,483649.0,231.4,,,,,,,,,,,,,,,
679,484465.0,231.2,,,,,,,,,,,,,,,
680,485276.0,233.0,,,,,,,,,,,,,,,
681,486043.0,232.9,,,,,,,,,,,,,,,
682,486816.0,231.3,,,,,,,,,,,,,,,
683,487541.0,237.1,,,,,,,,,,,,,,,
684,488268.0,242.0,,,,,,,,,,,,,,,
685,488689.0,240.9,,,,,,,,,,,,,,,
686,488996.0,252.8,,,,,,,,,,,,,,,
687,489475.0,249.3,,,,,,,,,,,,,,,
688,489722.0,242.6,,,,,,,,,,,,,,,
689,490445.0,243.3,,,,,,,,,,,,,,,
690,491191.0,246.7,,,,,,,,,,,,,,,
691,491959.0,243.7,,,,,,,,,,,,,,,
692,492738.0,239.7,,,,,,,,,,,,,,,
693,493507.0,239.1,,,,,,,,,,,,,,,
694,494311.0,238.3,,,,,,,,,,,,,,,
695,495085.0,238.5,,,,,,,,,,,,,,,
696,495853.0,237.6,,,,,,,,,,,,,,,
697,496608.0,236.4,,,,,,,,,,,,,,,
698,497366.0,236.5,,,,,,,,,,,,,,,
699,498104.0,232.8,,,,,,,,,,,,,,,
700,498865.0,230.6,,,,,,,,,,,,,,,
701,499610.0,230.8,,,,,,,,,,,,,,,
702,500363.0,228.2,,,,,,,,,,,,,,,
703,501130.0,230.8,,,,,,,,,,,,,,,
704,501866.0,231.2,,,,,,,,,,,,,,,
705,502625.0,232.0,,,,,,,,,,,,,,,
706,503375.0,232.2,,,,,,,,,,,,,,,
707,504083.0,234.1,,,,,,,,,,,,,,,
708,504777.0,233.9,,,,,,,,,,,,,,,
709,505516.0,235.5,,,,,,,,,,,,,,,
710,506287.0,236.0,,,,,,,,,,,,,,,
711,507011.0,238.2,,,,,,,,,,,,,,,
712,507714.0,237.0,,,,,,,,,,,,,,,
713,508476.0,240.3,,,,,,,,,,,,,,,
714,509247.0,233.4,,,,,,,,,,,,,,,
715,510008.0,236.4,,,,,,,,,,,,,,,
716,510765.0,235.2,,,,,,,,,,,,,,,
717,511515.0,242.0,,,,,,,,,,,,,,,
718,512269.0,238.2,,,,,,,,,,,,,,,
719,512997.0,239.2,,,,,,,,,,,,,,,
720,513724.0,241.5,,,,,,,,,,,,,,,
721,514429.0,243.0,,,,,,,,,,,,,,,
722,515113.0,247.2,,,,,,,,,,,,,,,
723,515771.0,246.2,,,,,,,,,,,,,,,
724,516417.0,245.5,,,,,,,,,,,,,,,
725,517069.0,245.3,,,,,,,,,,,,,,,
726,517706.0,247.7,,,,,,,,,,,,,,,
727,518334.0,245.5,,,,,,,,,,,,,,,
728,518965.0,243.5,,,,,,,,,,,,,,,
729,520892.0,241.9,,,,,,,,,,,,,,,
730,521552.0,236.8,,,,,,,,,,,,,,,
731,522216.0,235.8,,,,,,,,,,,,,,,
732,522923.0,233.7,,,,,,,,,,,,,,,
733,523666.0,230.3,,,,,,,,,,,,,,,
734,524409.0,227.8,,,,,,,,,,,,,,,
735,525164.0,224.7,,,,,,,,,,,,,,,
736,525908.0,222.7,,,,,,,,,,,,,,,
737,526661.0,221.2,,,,,,,,,,,,,,,
738,527454.0,220.3,,,,,,,,,,,,,,,
739,528262.0,220.7,,,,,,,,,,,,,,,
740,528747.0,214.5,,,,,,,,,,,,,,,
741,529101.0,211.4,,,,,,,,,,,,,,,
742,529640.0,204.4,,,,,,,,,,,,,,,
743,530016.0,200.0,,,,,,,,,,,,,,,
744,530685.0,195.1,,,,,,,,,,,,,,,
745,531035.0,193.8,,,,,,,,,,,,,,,
746,531662.0,190.5,,,,,,,,,,,,,,,
747,532119.0,199.8,,,,,,,,,,,,,,,
748,533246.0,199.4,,,,,,,,,,,,,,,
749,534364.0,205.0,,,,,,,,,,,,,,,
750,535483.0,206.4,,,,,,,,,,,,,,,
751,536622.0,212.9,,,,,,,,,,,,,,,
752,537770.0,211.2,,,,,,,,,,,,,,,
753,538959.0,205.0,,,,,,,,,,,,,,,
754,540154.0,203.6,,,,,,,,,,,,,,,
755,541345.0,208.1,,,,,,,,,,,,,,,
756,542502.0,210.3,,,,,,,,,,,,,,,
757,543676.0,209.6,,,,,,,,,,,,,,,
758,544804.0,209.7,,,,,,,,,,,,,,,
759,545956.0,204.6,,,,,,,,,,,,,,,
760,547013.0,202.5,,,,,,,,,,,,,,,
761,547573.0,208.8,,,,,,,,,,,,,,,
762,547972.0,213.6,,,,,,,,,,,,,,,
763,548933.0,215.2,,,,,,,,,,,,,,,
764,549830.0,219.9,,,,,,,,,,,,,,,
765,550637.0,221.7,,,,,,,,,,,,,,,
766,551124.0,222.3,,,,,,,,,,,,,,,
767,551452.0,226.3,,,,,,,,,,,,,,,
768,551979.0,222.1,,,,,,,,,,,,,,,
769,552250.0,220.3,,,,,,,,,,,,,,,
770,552961.0,223.6,,,,,,,,,,,,,,,
771,553626.0,224.3,,,,,,,,,,,,,,,
772,554254.0,226.7,,,,,,,,,,,,,,,
773,554831.0,233.9,,,,,,,,,,,,,,,
774,555345.0,241.0,,,,,,,,,,,,,,,
775,555637.0,243.0,,,,,,,,,,,,,,,
776,555839.0,249.1,,,,,,,,,,,,,,,
777,556143.0,244.0,,,,,,,,,,,,,,,
778,556364.0,250.5,,,,,,,,,,,,,,,
779,556724.0,245.6,,,,,,,,,,,,,,,
780,556889.0,240.4,,,,,,,,,,,,,,,
781,557385.0,238.1,,,,,,,,,,,,,,,
782,557887.0,234.5,,,,,,,,,,,,,,,
783,558183.0,229.7,,,,,,,,,,,,,,,
784,558393.0,230.2,,,,,,,,,,,,,,,
785,558929.0,230.3,,,,,,,,,,,,,,,
786,559461.0,228.3,,,,,,,,,,,,,,,
787,559972.0,231.6,,,,,,,,,,,,,,,
788,560459.0,231.9,,,,,,,,,,,,,,,
789,560930.0,234.6,,,,,,,,,,,,,,,
790,561309.0,234.1,,,,,,,,,,,,,,,
791,561846.0,240.1,,,,,,,,,,,,,,,
792,562272.0,242.3,,,,,,,,,,,,,,,
793,562690.0,245.7,,,,,,,,,,,,,,,
794,563115.0,245.8,,,,,,,,,,,,,,,
795,563517.0,247.6,,,,,,,,,,,,,,,
796,563918.0,251.4,,,,,,,,,,,,,,,
797,564311.0,252.4,,,,,,,,,,,,,,,
798,564699.0,252.6,,,,,,,,,,,,,,,
799,565077.0,251.4,,,,,,,,,,,,,,,
800,565466.0,253.7,,,,,,,,,,,,,,,
801,565851.0,254.3,,,,,,,,,,,,,,,
802,566233.0,253.9,,,,,,,,,,,,,,,
803,566619.0,254.5,,,,,,,,,,,,,,,
804,567007.0,253.2,,,,,,,,,,,,,,,
805,567381.0,253.9,,,,,,,,,,,,,,,
806,567777.0,252.8,,,,,,,,,,,,,,,
807,568167.0,253.0,,,,,,,,,,,,,,,
808,568556.0,250.2,,,,,,,,,,,,,,,
809,568946.0,251.3,,,,,,,,,,,,,,,
810,569331.0,250.0,,,,,,,,,,,,,,,
811,569728.0,251.3,,,,,,,,,,,,,,,
812,570139.0,251.8,,,,,,,,,,,,,,,
813,570548.0,251.8,,,,,,,,,,,,,,,
814,570955.0,249.6,,,,,,,,,,,,,,,
815,571367.0,251.6,,,,,,,,,,,,,,,
816,571775.0,250.3,,,,,,,,,,,,,,,
817,572190.0,246.3,,,,,,,,,,,,,,,
818,572619.0,247.7,,,,,,,,,,,,,,,
819,573037.0,249.2,,,,,,,,,,,,,,,
820,573462.0,248.7,,,,,,,,,,,,,,,
821,573902.0,251.8,,,,,,,,,,,,,,,
822,574353.0,251.9,,,,,,,,,,,,,,,
823,574803.0,252.1,,,,,,,,,,,,,,,
824,575265.0,248.9,,,,,,,,,,,,,,,
825,575730.0,252.5,,,,,,,,,,,,,,,
826,576222.0,252.9,,,,,,,,,,,,,,,
827,576723.0,251.3,,,,,,,,,,,,,,,
828,577242.0,251.3,,,,,,,,,,,,,,,
829,577769.0,251.1,,,,,,,,,,,,,,,
830,578305.0,249.1,,,,,,,,,,,,,,,
831,578857.0,252.9,,,,,,,,,,,,,,,
832,579435.0,251.5,,,,,,,,,,,,,,,
833,579821.0,244.1,,,,,,,,,,,,,,,
834,580019.0,243.8,,,,,,,,,,,,,,,
835,580400.0,236.2,,,,,,,,,,,,,,,
836,580695.0,230.3,,,,,,,,,,,,,,,
837,581160.0,225.2,,,,,,,,,,,,,,,
838,581507.0,219.4,,,,,,,,,,,,,,,
839,582000.0,215.4,,,,,,,,,,,,,,,
840,582391.0,209.9,,,,,,,,,,,,,,,
841,583034.0,206.7,,,,,,,,,,,,,,,
842,583413.0,210.6,,,,,,,,,,,,,,,
843,586406.0,224.0,,,,,,,,,,,,,,,
844,586893.0,226.0,,,,,,,,,,,,,,,
845,587647.0,234.4,,,,,,,,,,,,,,,
846,588034.0,238.8,,,,,,,,,,,,,,,
847,588716.0,246.3,,,,,,,,,,,,,,,
848,589224.0,250.2,,,,,,,,,,,,,,,
849,589868.0,248.1,,,,,,,,,,,,,,,
850,590335.0,243.6,,,,,,,,,,,,,,,
851,590893.0,237.4,,,,,,,,,,,,,,,
852,592279.0,225.7,,,,,,,,,,,,,,,
853,592697.0,229.4,,,,,,,,,,,,,,,
854,593415.0,233.2,,,,,,,,,,,,,,,
855,593870.0,238.1,,,,,,,,,,,,,,,
856,594639.0,238.0,,,,,,,,,,,,,,,
857,595189.0,232.9,,,,,,,,,,,,,,,
858,595950.0,221.2,,,,,,,,,,,,,,,
859,596515.0,216.4,,,,,,,,,,,,,,,
860,597443.0,216.3,,,,,,,,,,,,,,,
861,597966.0,219.0,,,,,,,,,,,,,,,
862,598833.0,226.0,,,,,,,,,,,,,,,
863,599434.0,229.4,,,,,,,,,,,,,,,
864,600882.0,232.5,,,,,,,,,,,,,,,
865,602278.0,237.9,,,,,,,,,,,,,,,
866,603673.0,239.1,,,,,,,,,,,,,,,
867,605076.0,244.5,,,,,,,,,,,,,,,
868,606374.0,248.5,,,,,,,,,,,,,,,
869,607708.0,254.6,,,,,,,,,,,,,,,
870,608929.0,259.2,,,,,,,,,,,,,,,
871,610136.0,257.7,,,,,,,,,,,,,,,
872,611319.0,259.6,,,,,,,,,,,,,,,
873,612514.0,258.0,,,,,,,,,,,,,,,
874,613709.0,256.0,,,,,,,,,,,,,,,
875,614923.0,252.5,,,,,,,,,,,,,,,
876,616227.0,252.4,,,,,,,,,,,,,,,
877,617544.0,252.3,,,,,,,,,,,,,,,
878,618955.0,247.9,,,,,,,,,,,,,,,
879,620338.0,245.4,,,,,,,,,,,,,,,
880,621760.0,243.0,,,,,,,,,,,,,,,
881,623214.0,238.6,,,,,,,,,,,,,,,
882,624690.0,237.3,,,,,,,,,,,,,,,
883,625570.0,234.3,,,,,,,,,,,,,,,
884,626215.0,227.8,,,,,,,,,,,,,,,
885,627211.0,214.9,,,,,,,,,,,,,,,
886,627999.0,205.0,,,,,,,,,,,,,,,
887,629446.0,198.7,,,,,,,,,,,,,,,
888,630295.0,199.9,,,,,,,,,,,,,,,
889,632001.0,199.5,,,,,,,,,,,,,,,
890,632856.0,195.6,,,,,,,,,,,,,,,
891,634592.0,192.1,,,,,,,,,,,,,,,
892,635489.0,193.9,,,,,,,,,,,,,,,
893,636957.0,193.0,,,,,,,,,,,,,,,
894,638127.0,194.3,,,,,,,,,,,,,,,
895,639848.0,187.7,,,,,,,,,,,,,,,
896,640760.0,189.1,,,,,,,,,,,,,,,
897,642405.0,190.2,,,,,,,,,,,,,,,
898,643204.0,190.4,,,,,,,,,,,,,,,
899,644662.0,194.1,,,,,,,,,,,,,,,
900,645470.0,194.6,,,,,,,,,,,,,,,
901,646723.0,188.6,,,,,,,,,,,,,,,
902,647588.0,190.5,,,,,,,,,,,,,,,
903,648946.0,192.1,,,,,,,,,,,,,,,
904,649598.0,194.8,,,,,,,,,,,,,,,
905,650891.0,187.8,,,,,,,,,,,,,,,
906,651556.0,192.0,,,,,,,,,,,,,,,
907,652802.0,185.8,,,,,,,,,,,,,,,
908,653448.0,185.3,,,,,,,,,,,,,,,
909,654473.0,191.3,,,,,,,,,,,,,,,
910,655202.0,193.2,,,,,,,,,,,,,,,
911,656286.0,198.4,,,,,,,,,,,,,,,
912,656882.0,198.7,,,,,,,,,,,,,,,
913,657923.0,191.3,,,,,,,,,,,,,,,
914,658474.0,189.2,,,,,,,,,,,,,,,
915,659524.0,182.4,,,,,,,,,,,,,,,
916,660084.0,183.9,,,,,,,,,,,,,,,
917,660981.0,186.6,,,,,,,,,,,,,,,
918,661650.0,189.8,,,,,,,,,,,,,,,
919,662669.0,187.8,,,,,,,,,,,,,,,
920,663206.0,189.0,,,,,,,,,,,,,,,
921,664192.0,189.1,,,,,,,,,,,,,,,
922,664690.0,185.8,,,,,,,,,,,,,,,
923,665645.0,178.2,,,,,,,,,,,,,,,
924,666174.0,178.5,,,,,,,,,,,,,,,
925,666995.0,172.7,,,,,,,,,,,,,,,
926,667569.0,171.6,,,,,,,,,,,,,,,
927,668447.0,175.6,,,,,,,,,,,,,,,
928,668934.0,178.5,,,,,,,,,,,,,,,
929,669751.0,185.5,,,,,,,,,,,,,,,
930,670176.0,189.3,,,,,,,,,,,,,,,
931,670916.0,192.6,,,,,,,,,,,,,,,
932,671286.0,194.6,,,,,,,,,,,,,,,
933,671926.0,192.5,,,,,,,,,,,,,,,
934,672386.0,194.8,,,,,,,,,,,,,,,
935,673095.0,198.7,,,,,,,,,,,,,,,
936,673475.0,202.3,,,,,,,,,,,,,,,
937,674173.0,209.2,,,,,,,,,,,,,,,
938,674521.0,213.7,,,,,,,,,,,,,,,
939,675589.0,220.0,,,,,,,,,,,,,,,
940,676170.0,217.4,,,,,,,,,,,,,,,
941,676524.0,214.0,,,,,,,,,,,,,,,
942,677068.0,215.6,,,,,,,,,,,,,,,
943,677380.0,217.4,,,,,,,,,,,,,,,
944,677984.0,226.5,,,,,,,,,,,,,,,
945,678291.0,230.0,,,,,,,,,,,,,,,
946,678914.0,230.8,,,,,,,,,,,,,,,
947,679252.0,230.3,,,,,,,,,,,,,,,
948,679732.0,223.0,,,,,,,,,,,,,,,
949,680081.0,225.0,,,,,,,,,,,,,,,
950,680608.0,218.4,,,,,,,,,,,,,,,
951,680920.0,216.2,,,,,,,,,,,,,,,
952,681531.0,217.3,,,,,,,,,,,,,,,
953,681849.0,219.7,,,,,,,,,,,,,,,
954,682446.0,222.6,,,,,,,,,,,,,,,
955,682762.0,221.3,,,,,,,,,,,,,,,
956,683262.0,218.7,,,,,,,,,,,,,,,
957,683612.0,217.5,,,,,,,,,,,,,,,
958,684142.0,217.5,,,,,,,,,,,,,,,
959,684419.0,219.4,,,,,,,,,,,,,,,
960,684949.0,219.5,,,,,,,,,,,,,,,
961,685217.0,219.7,,,,,,,,,,,,,,,
962,685716.0,223.5,,,,,,,,,,,,,,,
963,685980.0,224.4,,,,,,,,,,,,,,,
964,686425.0,224.3,,,,,,,,,,,,,,,
965,686726.0,227.3,,,,,,,,,,,,,,,
966,687227.0,228.7,,,,,,,,,,,,,,,
967,687470.0,228.8,,,,,,,,,,,,,,,
968,687949.0,232.3,,,,,,,,,,,,,,,
969,688195.0,233.0,,,,,,,,,,,,,,,
970,688652.0,235.8,,,,,,,,,,,,,,,
971,688881.0,234.9,,,,,,,,,,,,,,,
972,689304.0,235.8,,,,,,,,,,,,,,,
973,689603.0,239.9,,,,,,,,,,,,,,,
974,690057.0,235.6,,,,,,,,,,,,,,,
975,690294.0,234.8,,,,,,,,,,,,,,,
976,690771.0,240.0,,,,,,,,,,,,,,,
977,690999.0,234.0,,,,,,,,,,,,,,,
978,691432.0,235.6,,,,,,,,,,,,,,,
979,691672.0,236.6,,,,,,,,,,,,,,,
980,692057.0,235.5,,,,,,,,,,,,,,,
981,692338.0,235.9,,,,,,,,,,,,,,,
982,692765.0,232.9,,,,,,,,,,,,,,,
983,692990.0,234.8,,,,,,,,,,,,,,,
984,693433.0,234.1,,,,,,,,,,,,,,,
985,693639.0,234.1,,,,,,,,,,,,,,,
986,694068.0,235.4,,,,,,,,,,,,,,,
987,694300.0,234.4,,,,,,,,,,,,,,,
988,694672.0,235.8,,,,,,,,,,,,,,,
989,694941.0,236.9,,,,,,,,,,,,,,,
990,695383.0,236.7,,,,,,,,,,,,,,,
991,695618.0,237.6,,,,,,,,,,,,,,,
992,696062.0,234.6,,,,,,,,,,,,,,,
993,696287.0,234.8,,,,,,,,,,,,,,,
994,696717.0,235.4,,,,,,,,,,,,,,,
995,696963.0,232.9,,,,,,,,,,,,,,,
996,697331.0,232.4,,,,,,,,,,,,,,,
997,697660.0,232.2,,,,,,,,,,,,,,,
998,698120.0,231.0,,,,,,,,,,,,,,,
999,698386.0,228.0,,,,,,,,,,,,,,,
1000,698880.0,226.4,,,,,,,,,,,,,,,
1001,699102.0,227.7,,,,,,,,,,,,,,,
1002,699633.0,227.6,,,,,,,,,,,,,,,
1003,699909.0,226.0,,,,,,,,,,,,,,,
1004,700389.0,228.7,,,,,,,,,,,,,,,
1005,700744.0,227.6,,,,,,,,,,,,,,,
1006,701242.0,228.2,,,,,,,,,,,,,,,
1007,701606.0,228.8,,,,,,,,,,,,,,,
1008,702158.0,229.3,,,,,,,,,,,,,,,
1009,702381.0,230.3,,,,,,,,,,,,,,,
1010,702988.0,232.4,,,,,,,,,,,,,,,
1011,703384.0,232.8,,,,,,,,,,,,,,,
1012,703934.0,231.2,,,,,,,,,,,,,,,
1013,704211.0,231.2,,,,,,,,,,,,,,,
1014,704973.0,233.9,,,,,,,,,,,,,,,
1015,705410.0,228.5,,,,,,,,,,,,,,,
1016,706141.0,228.6,,,,,,,,,,,,,,,
1017,706409.0,228.1,,,,,,,,,,,,,,,
1018,709680.0,219.7,,,,,,,,,,,,,,,
1019,710237.0,220.2,,,,,,,,,,,,,,,
1020,711104.0,218.9,,,,,,,,,,,,,,,
1021,711421.0,218.7,,,,,,,,,,,,,,,
1022,712833.0,218.5,,,,,,,,,,,,,,,
1023,713843.0,222.3,,,,,,,,,,,,,,,
1024,714288.0,221.7,,,,,,,,,,,,,,,
1025,715180.0,217.7,,,,,,,,,,,,,,,
1026,715750.0,222.1,,,,,,,,,,,,,,,
1027,716704.0,208.1,,,,,,,,,,,,,,,
1028,717065.0,205.0,,,,,,,,,,,,,,,
1029,718064.0,192.9,,,,,,,,,,,,,,,
1030,718779.0,184.3,,,,,,,,,,,,,,,
1031,719794.0,187.8,,,,,,,,,,,,,,,
1032,720337.0,195.2,,,,,,,,,,,,,,,
1033,721318.0,206.3,,,,,,,,,,,,,,,
1034,722039.0,211.3,,,,,,,,,,,,,,,
1035,723133.0,213.4,,,,,,,,,,,,,,,
1036,723464.0,213.2,,,,,,,,,,,,,,,
1037,724445.0,210.3,,,,,,,,,,,,,,,
1038,725059.0,206.3,,,,,,,,,,,,,,,
1039,725937.0,206.6,,,,,,,,,,,,,,,
1040,726322.0,208.1,,,,,,,,,,,,,,,
1041,727192.0,204.5,,,,,,,,,,,,,,,
1042,727732.0,205.5,,,,,,,,,,,,,,,
1043,728568.0,205.1,,,,,,,,,,,,,,,
1044,728921.0,205.4,,,,,,,,,,,,,,,
1045,730299.0,204.0,,,,,,,,,,,,,,,
1046,730949.0,204.1,,,,,,,,,,,,,,,
1047,731329.0,204.9,,,,,,,,,,,,,,,
1048,732141.0,203.8,,,,,,,,,,,,,,,
1049,732548.0,205.9,,,,,,,,,,,,,,,
1050,733261.0,203.9,,,,,,,,,,,,,,,
1051,733543.0,204.4,,,,,,,,,,,,,,,
1052,734223.0,205.3,,,,,,,,,,,,,,,
1053,734604.0,207.4,,,,,,,,,,,,,,,
1054,735167.0,201.7,,,,,,,,,,,,,,,
1055,735459.0,201.3,,,,,,,,,,,,,,,
1056,736079.0,204.1,,,,,,,,,,,,,,,
1057,736460.0,209.7,,,,,,,,,,,,,,,
1058,737034.0,208.1,,,,,,,,,,,,,,,
